latitude,longitude,city,country,max_temp,humidity,cloudiness,wind_speed,url
-64.16747369920091,35.66590020042432,port alfred,za,66.11,92,20,16.49,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=port%20alfred&units=imperial
56.17019786927645,101.23845597347974,vikhorevka,ru,41.0,65,75,4.47,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=vikhorevka&units=imperial
-44.98749347147694,-73.9149250257385,coihaique,cl,46.4,61,90,12.75,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=coihaique&units=imperial
85.18495125594566,-105.55035843825215,yellowknife,ca,17.6,85,5,5.82,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=yellowknife&units=imperial
-29.696635480859456,60.774584092377495,saint-philippe,re,41.0,69,90,11.41,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=saint-philippe&units=imperial
53.658200887800234,42.10960464943588,vysha,ru,51.53,76,12,7.76,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=vysha&units=imperial
8.420270775361914,22.839911707154073,ouadda,cf,72.68,89,0,7.43,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=ouadda&units=imperial
-82.32074599678735,9.177864595901156,hermanus,za,56.35,84,80,5.19,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=hermanus&units=imperial
56.46899520629216,-53.96089861014971,saint anthony,ca,46.4,49,1,8.05,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=saint%20anthony&units=imperial
-71.87401150723446,155.0581985141808,bluff,nz,81.95,58,68,6.2,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=bluff&units=imperial
19.960360629536282,-164.1532342498126,kapaa,us,75.2,73,20,8.05,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=kapaa&units=imperial
29.425592112342798,-78.62949136870353,cape canaveral,us,80.6,78,75,5.82,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=cape%20canaveral&units=imperial
57.743755234752285,-168.19472862875284,bethel,us,42.8,81,75,8.05,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=bethel&units=imperial
48.384871830457854,-72.21541113390276,roberval,ca,26.6,86,90,3.36,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=roberval&units=imperial
-48.47586154966144,88.96307128730655,busselton,au,61.88,100,64,15.37,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=busselton&units=imperial
9.389545150950383,-19.751312629285422,bubaque,gw,75.2,94,20,4.7,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=bubaque&units=imperial
13.168020646646667,61.868232766314094,salalah,om,80.6,74,20,2.24,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=salalah&units=imperial
9.612089332846438,-138.27284626782586,atuona,pf,80.33,100,92,17.49,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=atuona&units=imperial
-84.49561655932983,58.99307420920101,east london,za,62.6,63,0,16.11,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=east%20london&units=imperial
-26.79346484702222,-109.25526983074583,rikitea,pf,76.01,95,12,7.65,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=rikitea&units=imperial
-20.242117980432496,-136.47223960248277,rikitea,pf,76.01,95,12,7.65,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=rikitea&units=imperial
-1.6903345159320935,48.75530079723791,mogadishu,so,82.4,74,75,3.36,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=mogadishu&units=imperial
-84.00764500701399,-173.53473101365202,vaini,to,82.67,82,8,3.85,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=vaini&units=imperial
47.20450399330346,-107.11002841132479,miles city,us,39.2,78,1,11.41,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=miles%20city&units=imperial
6.872234300809168,42.366836657058315,ginir,et,66.61,91,0,2.73,https://api.openweathermap.org/data/2.5/weather?appid=1a119b60aa2d2168135e19bbc9b07aa9&q=ginir&units=imperial
